NAME;EVENT TYPE;COUNTRY;WEBSITE;EVENT DATE;CONTACT PERSON;EMAIL;Kommentar;             Kontaktiert PRO;;
Kulturpflaster;Festival;Regensburg;https://www.mischkultur.org/;;;kontakt@mischkultur.org;;TRUE;TRUE;
Riga Circus Residency Programm;Zirkuszentrum;Riga;"
http://cirks.lv/en/pro/residency-program";;;;;FALSE;FALSE;
"
Circusstad";Festival;Rotterdam;https://circusstad.nl/;;;menno@circusstad.nl;;TRUE;TRUE;
Sibiu International Theater Festival;Festival;Roumänien;https://www.sibfest.ro;;;Vicențiu Rahău vicentiu.rahau@sibfest.ro;;TRUE;TRUE;
Karavan Cirkus;Festival;Schwedem;https://karavanmalmo.se/;;;info@karavanmalmo.se;;TRUE;TRUE;
Cirkör Lab;Zirkuszentrum;Schweden;https://cirkor.se/;;;;Wegen COVID keine Residenzen 2021;FALSE;FALSE;
Gotenburg Dance and Theater Festival;Festival;Schweden;https://passagefestival.nu/en/home/;;;info@gdtf.se;BEWERBEN!;TRUE;FALSE;
Oslo Fringe Festival;Fetsival;Schweden;https://www.oslofringe.no;;;oslofringe@salted.no;;TRUE;FALSE;
Site;Performancezentrum;Schweden;https://sitesweden.se/residens/#;;;;;FALSE;FALSE;
Subtopia;Festival/Venue;Schweden;https://www.subtopia.se/har-finns/cirkus/subcase/?lang=en;;;info@subtopia.se;;TRUE;FALSE;
Sundsvalls Teater;Theater;Schweden;https://teatervasternorrland.se/sv/information-in-english/;;;Frida Amnow frida.amnow@teatervasternorrland.se;;TRUE;FALSE;
Vitlycke;performancezentrum;Schweden;https://vitlycke.org/program/residencies;;;;;FALSE;FALSE;
"
La Bâtie-Festival";Festival;Schweiz;https://www.batie.ch/;;Claude Ratzé;contact@batie.ch;;TRUE;TRUE;
BewegGrund;Festival;Schweiz;https://www.beweggrund.org/;;;info@beweggrund.org;Nur für behinderte Künstlern!;TRUE;TRUE;
Bühne Arau;Theater;Schweiz;https://www.buehne-aarau.ch/;;Marisa Fricker  Peter-Jakob Kelting;fricker@buehne-aarau.ch  kelting@buehne-aarau.ch;Eingeladen Zürich;TRUE;FALSE;
Chapiteau D'Alchemie;Chapiteau;Schweiz;https://alchimie.top/;;; contact@alchimie.top;;;FALSE;
Cirqu'Arau;Festival;Schweiz;https://www.cirquaarau.ch/?fbclid=IwAR0vIVfDNnWd0Rq2Dw5737thCy5cPuRAqvGt94lgmt75_1i5WSK20_8DdDs;;Laura Olgiati;olgiati@cirquaarau.ch;;TRUE;TRUE;
Fernweh Festival;Festival;Schweiz;https://www.fernwehfestival.com/;November;Barbara Neff ;neff@zirkusschulebern.ch;;TRUE;TRUE;sagt dass kein festival statt findet
Festival ZirQus;Festival;Schweiz;https://zirkusquartier.ch/tag/zirqus;August;;kontakt@zirkusquartier.ch;;FALSE;TRUE;
Gadjo;Festival;Schweiz;http://www.gadjo.ch/;September;;"gadjo.festival@gmail.com
";Findet nicht statt;FALSE;FALSE;
Kaserne Basel;Venue;Schweiz;https://www.kaserne-basel.ch/de/uber-uns/kaserne/das-haus;;;buero@kaserne-basel.ch;Eingeladen Zürich;FALSE;FALSE;
Le Zarticirque;Chapiteau;Schweiz;https://lezarticirque.ch/2017/07/13/spectacle-sous-chapiteau-samedi/;;Yves et Dominique Bugnon;contact@lezarticirque.ch;;;FALSE;
O'Chap;Chapiteau;Schweiz;https://ochap.ch/;;Marie Wermeille;marie.wermeille@ochap.ch;;;FALSE;
Station Circus;Pop up Event;Schweiz;https://www.stationcircus.ch/;;;info@stationcircus.ch;Eingeladen Zürich;TRUE;FALSE;
Station Circus;Chapiteau;Schweiz;https://www.stationcircus.ch/;;;info@stationcircus.ch;;;FALSE;
Theater Spektakel Zürich;Festival;Schweiz;https://www.theaterspektakel.ch/programmarchiv;;;contact@theaterspektakel.ch;Online Bewerbung (mitte januar);TRUE;FALSE;
Circobalkana;Festival;Serbien;http://cirkobalkana.org/en/contact/;September;; cirkobalkana@gmail.com;;TRUE;TRUE;
ACT Festival Sofia;Festival;Sofia;https://actfest.org/en/;;;act@actassociation.eu;;TRUE;TRUE;
Black Box Festival;Festival;Sofia;http://application.blackbox-fest.com/index.php/lang.en;Only for bulgarians!;;info@blackbox-fest.com;;FALSE;FALSE;
Circ Cric;Festival;Spain;https://circcric.com/ca/inici/;;;info@circcric.com;;TRUE;TRUE;
Circolmedo;Festival;Spain;http://circolmedo.blogspot.com/;Mai;;circolmedo@hotmail.com;;TRUE;TRUE;
Festival Cantilafont;Festival;Spain;https://cantilafont.cat/;;;hola@cantilafont.cat;;TRUE;TRUE;
Festival Circada;Festival;Spain;https://festivalcircada.com/circada-2022/;;;director@festivalcircada.com;;;TRUE;
Festival de Circ;Festival;Spain;https://tubdassaig.com/festival-de-circ/;;; tubdassaig@gmail.com;;TRUE;TRUE;
Festival International del Circ ;Festival;Spain;https://www.festivaldelcirc.com/;sehr trad;;info@festivaldelcirc.com;;TRUE;FALSE;
festival kaldearte;Festival;spain;http://www.artekale.org;;Fernando Marín;fmarin@vitoria-gasteiz.org;;;TRUE;
firatarrega;Festival;Spain;https://www.firatarrega.cat/;wieder im 24;;info@firatarrega.com;online ab 16 sep;TRUE;TRUE;
Firco;Festival;Spain;http://www.firco.org/;Oktober;Only for latinamericans;;;FALSE;FALSE;
Flic Festival;Festival;Spain;http://flicfestival.com/;;;;;FALSE;FALSE;
La Casa encendida;Kunstzentrum;Spain;https://www.lacasaencendida.es/en/competitions/artistas-residencia/artistas-residencia-2021-2022-12252;;;;Alle Informationen: https://www.lacasaencendida.es/sites/default/files/faq_artistas_residencia_2021_2022_en.pdf;FALSE;FALSE;
PrimaverArt;Festival;Spain;https://www.primaverart.cat/;;;info@primaverart.cat ;;TRUE;TRUE;
tac festival;Festival;spain;https://tacva.org/;;;tac@fmcva.org;;;TRUE;
Trapezi Festival;Festival ;Spain;https://www.trapezi.cat/;;;oficina@trapezi.cat;;TRUE;TRUE;
Cronopis;Zirkuszentrum;Spain, Barcelona;http://www.cronopis.org/ca/residencies;;;;Alle infos hier: http://proves.cronopis.org/ca/funcionament-residencies;FALSE;FALSE;
Circomeldo ;Festival;Spanien;http://circolmedo.blogspot.com/;;;circolmedo@hotmail.com;;TRUE;TRUE;
Espacio Unico;Residenzzentrum;Spanien;https://www.crac-espaciounico.org/;;;;;FALSE;FALSE;
MalabHaria;Festival;Spanien;https://malabharia.com/;Dezember/Januar;;online--> https://malabharia.com/convocatoria-365/;candidature deciembre 2023;FALSE;TRUE;
Storytelling Festival;Festival;Steiermark;www.storytellingfestival.at/festivalkontakt/team/;;;office@storytellingfestival.at;;TRUE;TRUE;
Circusmania;Festival;Sweden;https://cirkusmania.se/cirkusmania-in-english/;;Linnea Sälquist;cirkusmania@subtopia.se;;TRUE;TRUE;
Arsenic – Centre d’art scénique contemporain;Venue;Swiss;https://arsenic.ch/en/;;Patrick de Rham;info@arsenic.ch;;TRUE;FALSE;
La Bâtie-Festival;Festival;Swiss;https://www.batie.ch/;;Claude Ratzé;contact@batie.ch;;TRUE;TRUE;
Theatre Crochetan;Theater;Swiss;http://www.crochetan.ch/;;;Lorenzo.Malaguerra@monthey.ch;;FALSE;FALSE;
théâtre du crochetan monthey;Venue;Swiss;https://www.crochetan.ch/;;;lorenzo.malaguerra@monthey.ch;;TRUE;FALSE;
Théâtre Forum Meyrin;Theater;Swiss;https://www.forum-meyrin.ch/;;;info@forum-meyrin.ch;;FALSE;FALSE;
théâtre saint-gervais genève;Venue;Swiss;https://saintgervais.ch/;;;billetterie@saintgervais.ch;;TRUE;FALSE;
Festival Circolo;Festival;Tillburg;https://www.festivalcircolo.nl/;Oktober;Wendy Moonen;Wendy@festivalcircolo.nl;;TRUE;TRUE;
KoressponDance;Festival;tschechen;https://www.korespondance.cz/en/;;Eva Dryjová;eva.dryjova@se-s-ta.cz;;TRUE;TRUE;
Letni Letna;Festival;Tschechen;https://en.letniletna.cz/en/international-festival-of-contemporary-circus-and-theater-letni-letna/;;Anna Vondráčková ;anna.vondrackova@letniletna.cz;;TRUE;TRUE;
JOHAN Centre for Cultural ans Social Projects;Kulturzentrum;Tschechien;https://www.johancentrum.cz/en/moving-station-ag15/offer-space-en--a670;;;;;FALSE;FALSE;
The Plum Yard;performancezentrum;Tschechien;https://www.svestkovydvur.cz/rezidence/;;;;;FALSE;FALSE;
Roztocfest;Festival;Tscheichen;https://roztocfest.com/;;;info@roztocfest.com;;FALSE;FALSE;
Cadir;Zirkuszentrum;Turkei, Istanbul;https://www.cadirstudyo.com/iletisim;;;;Darragh hatte hier eine Residenz;FALSE;FALSE;
Brighton Fringe;Festival;UK;https://www.brightonfringe.org/;;;takepart@brightonfringe.org;;TRUE;TRUE;
Circus City Bristol;Festival;UK;http://www.bristolcircuscity.com/gallery/;Sept/Oct;;programme@bristolcircuscity.com;;TRUE;TRUE;
Circusfest;Festival;UK;https://www.roundhouse.org.uk/whats-on/circusfest-2014/;;;online;;FALSE;FALSE;
Durham Fringe Festival;Festival;UK;https://eventotron.com/allseasons.php;;;Online via eventoron;;TRUE;FALSE;
Inside Out Dorset;Festival;UK;https://activateperformingarts.org.uk/whats-on/inside-out-dorset/;;;info@activateperformingarts.org.uk;;TRUE;TRUE;
London International Mime Festival;Festival;UK;https://mimelondon.com/;;;direction@mimelondon.com;;TRUE;FALSE;
Mint Festival;Festival;UK;https://www.mintfestival.co.uk/;;;info@mintfestival.co.uk;;TRUE;FALSE;
Out There Festival;Festival;UK;https://outtherearts.org.uk/contact/;September;;hello@outtherearts.org.uk;;TRUE;TRUE;
XTRAX Freedom Festival;Festival;UK;https://www.freedomfestival.co.uk/;Aug/Sept;Mikey Martins;info@freedomfestival.co.uk;;TRUE;TRUE;
Internationales Kleinkunstfestival ;Festival;Usedom ;https://www.kleinkunst-festival.com/infos/;;;info@kleinkunst-festival.com;;TRUE;TRUE;
Théatre de L’Arsenal (Val-de-Reuil, Fr);Theater;Val de Reuil;https://www.valdereuil.fr/la-culture/le-theatre-de-larsenal;; Romain Chatillon;romain.chatignon@theatredelarsenal.fr;;;FALSE;
Artists de Rue;Festival;Vevey;artistesderue.ch/;;;contact@artistesderue.ch;;TRUE;TRUE;
Straßenkunstfestival;Festival;Villach;https://villach.at/stadt-erleben/kultur/strassenkunstfestival;;;office@stadtmarketing-villach.at;;TRUE;TRUE;
The Circus Village;Festival;Wales;https://www.thecircusvillage.org/en/;;;contact@thecircusvillage.org;;TRUE;TRUE;
Werne an der Lippe ;Festival;Werne;Zeitwanderer.at;;;Zeitwanderer Application;;TRUE;FALSE;
On the Edge;Festival;Wien;https://www.ontheedge.at/festivalprogramm;November;;info@ontheedge.at;;;TRUE;
Wiener Neustadt Straßenfestival;Festival;Wien;https://www.strassenkunstfestival.at/;;;backstage@zeitenwanderer.at;Ab 3.Dezember über Zeitwanderer!!;TRUE;TRUE;
Theaterspektakel Zürich;Festival;Zürich;https://www.theaterspektakel.ch/service/kontakt;;;contact@theaterspektakel.ch;;TRUE;TRUE;
NIMAC;Performancezentrum;Zypern;https://nimac.org.cy/nimac/cultural-programmes/;;;;;FALSE;FALSE;
Azimut;Performance space;;https://l-azimut.fr/le-theatre/les-lieux/;;3 Lieux: l’Espace Cirque à Antony, Théâtre Firmin Gémier,  Théâtre La Piscine à Châtenay-Malabry; programmation@l-azimut.fr;;;FALSE;
Cirque-théâtre d'Elbeuf;;;https://www.cirquetheatre-elbeuf.com/;;Béatrice Alexandre;"helene.cadiou@cirquetheatre.com
laurent.brimant@cirquetheatre.com";;;FALSE;
Espace 1789;Performance space;;https://espace-1789.com/;;;resa@espace-1789.com;;;FALSE;
Firatarrega;Festival;;https://www.firatarrega.cat/artistes/en_artistes-participar-form/;;;"
info@firatarrega.com";;FALSE;TRUE;
Front@;Festival;;https://www.visitmurskasobota.si/dogodek/15-front/?lang=de;;;flota@flota.si;;TRUE;TRUE;
ibla buskers;Festival;;iblabuskers.it;;;info@iblabuskers.it;;;FALSE;
La Briqueterie;Performance Space;;https://www.labriqueterie.org/?fbclid=IwAR1DOXi_itz8F4WxuwOqwxcbCs2QWl0_ZSiWzGvhDpztTkkYs86_7jhgkDM;;;accueil@labriqueterie.org;;;FALSE;
La Villette;Performance Space;;https://lavillette.com/;;;online;;;FALSE;
;;;;;;;;FALSE;FALSE;
Straatkunstenfestival Del Mundo;Festival;Belgium;https://www.facebook.com/StraatkunstenfestivalDelMundo?fref=ts;;;evenementen@maasmechelen.be;;FALSE;TRUE;
Fira de Circ al Carrer la Bisbal d'Emporda;Festival;Spain;https://www.firadecirc.org/ca/;15-17 Juli;; correu@firadecirc.org;;FALSE;TRUE;
Duckstein Festival;Festival;Deutschalnd;https://www.duckstein.de/festivals-events/duckstein-festival-hafencity-hamburg/;;;booking@bergmanngruppe.de;;FALSE;TRUE;
Straßenkünstlerfestival in Scharbeutz;Festival;Deutschaland;https://www.luebecker-bucht-ostsee.de/jahreshighlights;03-08.08;;info@luebecker-bucht-ostsee.de;;FALSE;TRUE;
Kunsten Op Straat;Festival;Holland;https://heimland.nl/;2-4. Sept.;;info@kunstenopstraat.nl;;FALSE;TRUE;
Pinneberger Kleinkunstfestival;Festival;Deutschland;https://www.stadtmarketing-pinneberg.info/;;;info@stadtmarketing-pinneberg.info;;FALSE;TRUE;
La Rue des Artistes;Festival;France;https://laruedesartistes.fr/;Juin;; atoutmonde@wanadoo.fr;;FALSE;TRUE;
Gauklerfestung Koblenz;Festival;Deutschland;https://gauklerfestung.de/programm-samstag/;;;gaukler@cafehahn.de ;;FALSE;TRUE;
Kulturufer Friedrichshafen;Festival;Deutschland;https://kulturufer.de/;;;kulturbuero@friedrichshafen.de;;FALSE;TRUE;
Baixa Street Fest;Festival;Portugal;http://baixastreetfest.pt/;;;;;FALSE;FALSE;
Kultur auf der Straße Ulm;Festival;Deutschland;https://www.neu-ulm-strassenkultur.de/;;;Onlineformular;;FALSE;TRUE;
L'Échapée de rue (Die);Festival;France;https://theatre-les-aires.com/echappee-des-rues-22/;;;artistique@theatre-les-aires.com;;FALSE;TRUE;
Les Affranchis - Spectacle de rue;Festival;France;https://lecarroi.org/les-affranchis-off/;;;Application document: https://docs.google.com/forms/d/e/1FAIpQLSfd9SAh3PJlWDsLFzanXYJJDRLohSrBhhQkrnfZwo_Hs2_5mA/viewform;;FALSE;TRUE;
Kinderfestival Bolzano;Festival;Italien;https://www.kinderfestival.it//I_Home.Asp;;;info@kinderfestival.it;;FALSE;TRUE;
Bascherdeis Festival;Festival;Italien;https://www.bascherdeis.it/;;;appenninocultura@gmail.com;;FALSE;TRUE;
Il Paese dei Balocchi Festival;Festival;Italien;https://www.ilpaesedeibalocchifestival.it/;;;promozione.mondoamabile@gmail.com;;FALSE;TRUE;
Di Strada en Strada;Festival;Italien;https://www.distradainstrada.com/;;;distrada92@gmail.com;;FALSE;TRUE;
Buskers Bus;Festival;Polen;https://www.buskerbus.com/;;;Ab Januar hier: https://www.buskerbus.com/apply/;Apply beginning of january closes very quickly!!;FALSE;FALSE;
Cirkul'Art Festival;Festival;Slovakei;https://cirkulart.sk/de/;;Katarína Pokorná;katarina.pokorna@cirkulart.sk;;FALSE;TRUE;
Cirkulum Festival;Festival;Tschechien;https://www.cirkulum.cz/en/;;;produkce@cirkulum.cz  cirkulum@cirkulum.cz;;FALSE;TRUE;
Festival sous les arbres;Festival;France;https://www.festivaldanslesarbres.fr/le-festival/;;;domas.julie@gmail.com;;FALSE;FALSE;
Les Estivales de Vannes;Festival;France;https://www.theatre-vanves.fr/evenement/les-estivales-de-vanves-2022/;;Clémence Sébire, Anouchka Charbey;c.sebire@ville-vanves.fr  a.charbey@ville-vanves.fr;;FALSE;TRUE;
Festival les Arroseurs;Festival;France;https://www.lesarroseurs.com/;;;info@lesarroseurs.com;;FALSE;TRUE;
Festival Les années joué, Joué les tours;Festival;France;https://www.facebook.com/anneesjoue/;;;com@jouelestours.fr;;FALSE;TRUE;
Festival Cergy Soit – Cergy Pontoise;Festival;France;https://www.cergysoit.fr/accueil/;;;cergysoit@cergy.fr;;FALSE;TRUE;
Festival Frictions – Château Rouge – Annemasse;Festival;France;https://www.chateau-rouge.net/frictions/;;;accueil@chateau-rouge.net;;FALSE;TRUE;
Festival Pic-vert, Vallée d'Ossau;Festival;France;https://www.eteossalois.fr/pic-vert-festival/;;; culture@cc-ossau.fr  ;;FALSE;FALSE;
Festival les Zaccros d´ma Rue;Festival;France;https://www.zaccros.org/;;;"festival@zaccros.org with ""coup de pouce"" in subject email";;FALSE;FALSE;
Cest is Best;Festival;Croatien;https://www.cestisdbest.com/;;;zlatan@proglas.biz;;FALSE;TRUE;
ŠPANCIRFEST;Festival;Croatien;https://www.spancirfest.com/;;;info@spancirfest.com;;FALSE;TRUE;
ULICA FESTIVAL KRAKOW;Festival;Polen;https://teatrkto.pl/35-street-theatre-festival-2022/;;;sekretariat@teatrkto.pl;;FALSE;TRUE;
FESTIWAL DWOCH JEZEIOR;Festival;Polen;https://www.festiwaldwochjezior.pl/index.php;;;info@wckwalcz.pl;;FALSE;TRUE;
MUJA BUSKERS FESTIVAL;festival;Italien;https://www.mujabusker.com/;;;info@mujabusker.com;;FALSE;TRUE;
Aichtal Juggling con;Juggling convention;Deutchland;www.jonglieren-in-aichtal.de;;;orga-team@jonglieren-in-aichtal.de;;;TRUE;
Berlin juggling Conv;;;https://circulum.de/convention/23/en/english/;;;gala@circulum.de;;;TRUE;
Bremen juggling con;;;https://bremen-jongliert.de/;;;bremenjonglagecon@yahoo.de;;;TRUE;
Freiburg juggling con;;;jonglieren-in-freiburg.de;;;info[ät]jonglieren-in-freiburg.de;;;TRUE;
Drop am See;;;drop-am-see.de;;;orga@drop-am-see.de;;;TRUE;
LONDON;;;;;;;;;;
Off the Radar Festival (Musik&Kunst);Festival;;https://www.facebook.com/offtheradar2021/;;;booking@offtheradar.net;;TRUE;FALSE;
PARIS;;;;;;;;;FALSE;
Philo new additions;;;;;;;;;;
Scène et ciné;;;https://www.scenesetcines.fr/les-theatres/theatre-de-lolivier/;;;cdeperetti@scenesetcines.fr;;TRUE;FALSE;
Wilde Möhre;Festival;;https://wildemoehrefestival.de/;;;carotta@wildemoehre.org;;TRUE;FALSE;
;;;;;;;;WINTER 21;HERBST 22;
;;;;;;;;FALSE;FALSE;
;;;;;;;;;FALSE;
;;;;;;;;;FALSE;
;;;;;;;;;FALSE;
;;;;;;;;;FALSE;
